"group";"order";"family";"genus";"species";"area";"country";"from";"to";"period";"origin";"summary";"reference";"href"
"Marine Fish";"Pleuronectiformes";"Cynoglossidae ";"Cynoglossus";"Cynoglossus semilaevis";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=6).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Siluriformes";"Ariidae";"Arius";"Arius sinensis";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract and the gills (n=15). Unnaccepted scientific name, see Tachysurus sinensis.";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Siluriformes";"Ariidae";"Arius";"Tachysurus sinensis";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"In the publication was referred as Arius sinensis. Plastic items were reported in the gastrointestinal tract and the gills (n=15).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Orectolobiformes ";"Hemiscylliidae ";"Chiloscyllium";"Chiloscyllium plagiosum";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract (n=14).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Marine Fish";"Gobiiformes";"Gobiidae";"Trypauchen";"Trypauchen vagina";"South China Sea";"China";2019;2019;"November 2019";"Seawater";"Plastic items were reported in the gastrointestinal tract (n=15).";"Wei, L., Wang, D., Aierken, R., Wu, F., Dai, Y., Wang, X., Fang, C., Zhao, L. & Zhen, Y. 2022. The prevalence and potential implications of microplastic contamination in marine fishes from Xiamen Bay, China. Marine Pollution Bulletin, 174, 113306.";"https://doi.org/10.1016/j.marpolbul.2021.113306"
"Mollusks (Marine Bivalves)";"Mytilida ";"Mytilidae";"Mytilus";"Mytilus galloprovincialis";"Central Mediterranean Sea";"Italy";2017;2017;"July 2017";"Seawater";"The average MP uptake rates ranged from 0.005 to 0.006 microplastics h−1.";"Piarulli, S., Scapinello, S., Sciutto, G., Prati, S., Mazzeo, R., Booth, A.M. & Airoldi, L. 2022. Quantifying spatial variation in the uptake of microplastic by mussels using biodeposit traps: A field-based study. Marine Pollution Bulletin, 174, 113305.";"https://doi.org/10.1016/j.marpolbul.2021.113305"
"Marine Fish";"Gobiiformes";"Gobiidae";"Amblychaeturichthys";"Amblychaeturichthys hexanema";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=18)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Callionymiformes";"Callionymidae";"Callionymus";"Callionymus beniteguri";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=3)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Gobiiformes";"Gobiidae";"Chaeturichthys";"Chaeturichthys stigmatias";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=8)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Clupeiformes";"Engraulidae";"Coilia";"Coilia nasus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=3)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Eupercaria";"Sciaenidae";"Collichthys";"Collichthys lucidus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=19)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Anguilliformes";"Congridae";"Conger";"Conger myriaster";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=10)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Pleuronectiformes";"Cynoglossidae";"Cynoglossus";"Cynoglossus abbreviatus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=3)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Pleuronectiformes";"Cynoglossidae";"Cynoglossus";"Cynoglossus joyneri";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=17)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Perciformes";"Pholidae";"Enedrias";"Enedrias fangi";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=1). Unnaccepted scientific name, see Pholis fangi.";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Perciformes";"Pholidae";"Pholis";"Pholis fangi";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"In the publication was referred as Enedrias fangi. All individuals contained plastic items in their gills (n=1)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Beloniformes";"Hemiramphidae";"Hyporhamphus";"Hyporhamphus sajori";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=4)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Clupeiformes";"Pristigasteridae";"Ilisha";"Ilisha elongata";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=9)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Eupercaria";"Sciaenidae";"Johnius";"Johnius belangerii";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=2)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Clupeiformes";"Dorosomatidae ";"Konosirus";"Konosirus punctatus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=11)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Eupercaria";"Sciaenidae";"Larimichthys";"Larimichthys polyactis";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=21)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Mugiliformes";"Mugilidae";"Liza";"Liza haematocheila";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=1). Unnaccepted scientific name, see Planiliza haematocheilus.";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Mugiliformes";"Mugilidae";"Planiliza";"Planiliza haematocheilus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"In the publication was referred as Liza haematocheila. All individuals contained plastic items in their gills (n=1)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Mugiliformes";"Mugilidae";"Mugil";"Mugil cephalus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=4)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Gobiiformes";"Gobiidae";"Odontamblyopus";"Odontamblyopus rubicundus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=6)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Scombriformes";"Stromateidae";"Pampus";"Pampus argenteus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=2)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Eupercaria";"Sciaenidae";"Pennahia";"Pennahia argentata";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=4)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Perciformes";"Sebastidae";"Sebastes";"Sebastes schlegelii";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=4)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Perciformes";"Scorpaenidae";"Sebastiscus";"Sebastiscus marmoratus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=2)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Clupeiformes";"Engraulidae";"Setipinna";"Setipinna tenuifilis";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=1)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Gobiiformes";"Gobiidae";"Synechogobius";"Synechogobius hasta";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=1). Unnaccepted scientific name, see Acanthogobius hasta.";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Gobiiformes";"Gobiidae";"Acanthogobius";"Acanthogobius hasta ";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"In the publication was referred as Synechogobius hasta. All individuals contained plastic items in their gills (n=1)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Clupeiformes";"Engraulidae";"Thryssa";"Thryssa kammalensis";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=1)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
"Marine Fish";"Gobiiformes";"Gobiidae";"Tridentiger";"Tridentiger barbatus";"West North Pacific Ocean";"China";2020;2021;"October 2020 and May 2021 ";"Seawater";"All individuals contained plastic items in their gills (n=15)";"Gao, S., Li, Z., Wang, N., Lu, Y. & Zhang, S. 2022. Microplastics in different tissues of caught fish in the artificial reef area and adjacent waters of Haizhou Bay. Marine Pollution Bulletin, 174, 113112.";"https://doi.org/10.1016/j.marpolbul.2021.113112"
